FISCAL YEAR,AGENCY NAME AND NUMBER,COUNTY,EXPENDITURE CATEGORY,AMOUNT,NUMBER,AGENCY NAME
2023,304-COMPTROLLER OF PUBLIC ACCOUNTS,LYNN,OTHER EXPENDITURES,96,304,COMPTROLLER OF PUBLIC ACCOUNTS
2023,601-TEXAS DEPARTMENT OF TRANSPORTATION,LYNN,OTHER EXPENDITURES,54,601,TEXAS DEPARTMENT OF TRANSPORTATION
2023,781-TX HIGHER EDUCATION COORDINATING BOARD,LYNN,OTHER EXPENDITURES,26,781,TX HIGHER EDUCATION COORDINATING BOARD
2023,902-COMPTROLLER - STATE FISCAL,LYNN,OTHER EXPENDITURES,95151.84,902,COMPTROLLER - STATE FISCAL
2023,302-OFFICE OF THE ATTORNEY GENERAL,LYNN,PUBLIC ASSISTANCE PAYMENTS,20596.69,302,OFFICE OF THE ATTORNEY GENERAL
2023,320-TEXAS WORKFORCE COMMISSION,LYNN,PUBLIC ASSISTANCE PAYMENTS,258244.55,320,TEXAS WORKFORCE COMMISSION
2023,323-TEACHER RETIREMENT SYSTEM OF TEXAS,LYNN,PUBLIC ASSISTANCE PAYMENTS,167480.14,323,TEACHER RETIREMENT SYSTEM OF TEXAS
2023,327-EMPLOYEES RETIREMENT SYSTEM OF TEXAS,LYNN,PUBLIC ASSISTANCE PAYMENTS,76828.29,327,EMPLOYEES RETIREMENT SYSTEM OF TEXAS
2023,529-HEALTH AND HUMAN SERVICES COMMISSION,LYNN,PUBLIC ASSISTANCE PAYMENTS,1012230.79,529,HEALTH AND HUMAN SERVICES COMMISSION
2023,530-DEPT OF FAMILY & PROTECTIVE SERVICES,LYNN,PUBLIC ASSISTANCE PAYMENTS,104695.06,530,DEPT OF FAMILY & PROTECTIVE SERVICES
2023,551-DEPARTMENT OF AGRICULTURE,LYNN,PUBLIC ASSISTANCE PAYMENTS,10990,551,DEPARTMENT OF AGRICULTURE
2023,592-STATE SOIL AND WATER CONSERVATION BOARD,LYNN,PUBLIC ASSISTANCE PAYMENTS,15000,592,STATE SOIL AND WATER CONSERVATION BOARD
2023,212-OFFICE OF COURT ADMINISTRATION,LYNN,INTERGOVERNMENTAL PAYMENTS,34055,212,OFFICE OF COURT ADMINISTRATION
2023,241-COMPTROLLER - JUDICIARY SECTION,LYNN,INTERGOVERNMENTAL PAYMENTS,52821.62,241,COMPTROLLER - JUDICIARY SECTION
2023,300-GOVERNOR - FISCAL,LYNN,INTERGOVERNMENTAL PAYMENTS,190236.2,300,GOVERNOR - FISCAL
2023,302-OFFICE OF THE ATTORNEY GENERAL,LYNN,INTERGOVERNMENTAL PAYMENTS,1996.59,302,OFFICE OF THE ATTORNEY GENERAL
2023,307-SECRETARY OF STATE,LYNN,INTERGOVERNMENTAL PAYMENTS,706.54,307,SECRETARY OF STATE
2023,551-DEPARTMENT OF AGRICULTURE,LYNN,INTERGOVERNMENTAL PAYMENTS,255771.37,551,DEPARTMENT OF AGRICULTURE
2023,575-TEXAS DIVISION OF EMERGENCY MANAGEMENT,LYNN,INTERGOVERNMENTAL PAYMENTS,745806.56,575,TEXAS DIVISION OF EMERGENCY MANAGEMENT
2023,576-TEXAS A&M FOREST SERVICE,LYNN,INTERGOVERNMENTAL PAYMENTS,19374.3,576,TEXAS A&M FOREST SERVICE
2023,592-STATE SOIL AND WATER CONSERVATION BOARD,LYNN,INTERGOVERNMENTAL PAYMENTS,29270.43,592,STATE SOIL AND WATER CONSERVATION BOARD
2023,644-TEXAS JUVENILE JUSTICE DEPARTMENT,LYNN,INTERGOVERNMENTAL PAYMENTS,78870.58,644,TEXAS JUVENILE JUSTICE DEPARTMENT
2023,701-TEXAS EDUCATION AGENCY,LYNN,INTERGOVERNMENTAL PAYMENTS,21001118.23,701,TEXAS EDUCATION AGENCY
2023,902-COMPTROLLER - STATE FISCAL,LYNN,INTERGOVERNMENTAL PAYMENTS,165035.61,902,COMPTROLLER - STATE FISCAL
2023,362-TEXAS LOTTERY COMMISSION,LYNN,LOTTERY WINNINGS PAID,26989,362,TEXAS LOTTERY COMMISSION
2023,241-COMPTROLLER - JUDICIARY SECTION,LYNN,TRAVEL,1212.66,241,COMPTROLLER - JUDICIARY SECTION
2023,304-COMPTROLLER OF PUBLIC ACCOUNTS,LYNN,TRAVEL,8340.18,304,COMPTROLLER OF PUBLIC ACCOUNTS
2023,405-TEXAS DEPARTMENT OF PUBLIC SAFETY,LYNN,TRAVEL,3605.81,405,TEXAS DEPARTMENT OF PUBLIC SAFETY
2023,451-TEXAS DEPARTMENT OF BANKING,LYNN,TRAVEL,6654.56,451,TEXAS DEPARTMENT OF BANKING
2023,529-HEALTH AND HUMAN SERVICES COMMISSION,LYNN,TRAVEL,912.55,529,HEALTH AND HUMAN SERVICES COMMISSION
2023,530-DEPT OF FAMILY & PROTECTIVE SERVICES,LYNN,TRAVEL,3637.68,530,DEPT OF FAMILY & PROTECTIVE SERVICES
2023,555-TEXAS A&M AGRILIFE EXTENSION SERVICE,LYNN,TRAVEL,149.98,555,TEXAS A&M AGRILIFE EXTENSION SERVICE
2023,601-TEXAS DEPARTMENT OF TRANSPORTATION,LYNN,TRAVEL,10485.69,601,TEXAS DEPARTMENT OF TRANSPORTATION
2023,701-TEXAS EDUCATION AGENCY,LYNN,TRAVEL,1512.66,701,TEXAS EDUCATION AGENCY
2023,802-PARKS & WILDLIFE DEPARTMENT,LYNN,TRAVEL,2164.01,802,PARKS & WILDLIFE DEPARTMENT
2023,733-TEXAS TECH UNIVERSITY,LYNN,CAPITAL OUTLAY,7115.43,733,TEXAS TECH UNIVERSITY
2023,733-TEXAS TECH UNIVERSITY,LYNN,REPAIRS AND MAINTENANCE,20021.15,733,TEXAS TECH UNIVERSITY
2023,405-TEXAS DEPARTMENT OF PUBLIC SAFETY,LYNN,COMMUNICATIONS AND UTILITIES,520.8,405,TEXAS DEPARTMENT OF PUBLIC SAFETY
2023,601-TEXAS DEPARTMENT OF TRANSPORTATION,LYNN,COMMUNICATIONS AND UTILITIES,15153.25,601,TEXAS DEPARTMENT OF TRANSPORTATION
2023,555-TEXAS A&M AGRILIFE EXTENSION SERVICE,LYNN,RENTALS AND LEASES,214.94,555,TEXAS A&M AGRILIFE EXTENSION SERVICE
2023,802-PARKS & WILDLIFE DEPARTMENT,LYNN,RENTALS AND LEASES,24275,802,PARKS & WILDLIFE DEPARTMENT
2023,241-COMPTROLLER - JUDICIARY SECTION,MADISON,SALARIES AND WAGES,151666.62,241,COMPTROLLER - JUDICIARY SECTION
2023,304-COMPTROLLER OF PUBLIC ACCOUNTS,MADISON,SALARIES AND WAGES,75931.2,304,COMPTROLLER OF PUBLIC ACCOUNTS
2023,401-TEXAS MILITARY DEPARTMENT,MADISON,SALARIES AND WAGES,123483.59,401,TEXAS MILITARY DEPARTMENT
2023,405-TEXAS DEPARTMENT OF PUBLIC SAFETY,MADISON,SALARIES AND WAGES,489415.59,405,TEXAS DEPARTMENT OF PUBLIC SAFETY
2023,902-COMPTROLLER - STATE FISCAL,MADISON,OTHER EXPENDITURES,31170.98,902,COMPTROLLER - STATE FISCAL
2023,529-HEALTH AND HUMAN SERVICES COMMISSION,MADISON,SALARIES AND WAGES,570343.81,529,HEALTH AND HUMAN SERVICES COMMISSION
2023,530-DEPT OF FAMILY & PROTECTIVE SERVICES,MADISON,SALARIES AND WAGES,119916.32,530,DEPT OF FAMILY & PROTECTIVE SERVICES
2023,537-DEPARTMENT OF STATE HEALTH SERVICES,MADISON,SALARIES AND WAGES,41064.55,537,DEPARTMENT OF STATE HEALTH SERVICES
2023,551-DEPARTMENT OF AGRICULTURE,MADISON,SALARIES AND WAGES,155130.53,551,DEPARTMENT OF AGRICULTURE
2023,555-TEXAS A&M AGRILIFE EXTENSION SERVICE,MADISON,SALARIES AND WAGES,163364.01,555,TEXAS A&M AGRILIFE EXTENSION SERVICE
2023,601-TEXAS DEPARTMENT OF TRANSPORTATION,MADISON,SALARIES AND WAGES,1290458.93,601,TEXAS DEPARTMENT OF TRANSPORTATION
2023,644-TEXAS JUVENILE JUSTICE DEPARTMENT,MADISON,SALARIES AND WAGES,32632.42,644,TEXAS JUVENILE JUSTICE DEPARTMENT
2023,696-TEXAS DEPARTMENT OF CRIMINAL JUSTICE,MADISON,SALARIES AND WAGES,12801505.24,696,TEXAS DEPARTMENT OF CRIMINAL JUSTICE
2023,711-TEXAS A&M UNIVERSITY,MADISON,SALARIES AND WAGES,89569.79,711,TEXAS A&M UNIVERSITY
2023,723-UT MEDICAL BRANCH AT GALVESTON,MADISON,SALARIES AND WAGES,2370.6,723,UT MEDICAL BRANCH AT GALVESTON
2023,753-SAM HOUSTON STATE UNIVERSITY,MADISON,SALARIES AND WAGES,694542.94,753,SAM HOUSTON STATE UNIVERSITY
2023,802-PARKS & WILDLIFE DEPARTMENT,MADISON,SALARIES AND WAGES,266903.99,802,PARKS & WILDLIFE DEPARTMENT
2023,241-COMPTROLLER - JUDICIARY SECTION,MADISON,EMPLOYEE BENEFITS,39528.78,241,COMPTROLLER - JUDICIARY SECTION
2023,304-COMPTROLLER OF PUBLIC ACCOUNTS,MADISON,EMPLOYEE BENEFITS,21422.81,304,COMPTROLLER OF PUBLIC ACCOUNTS
2023,401-TEXAS MILITARY DEPARTMENT,MADISON,EMPLOYEE BENEFITS,8144.96,401,TEXAS MILITARY DEPARTMENT
2023,405-TEXAS DEPARTMENT OF PUBLIC SAFETY,MADISON,EMPLOYEE BENEFITS,122790.57,405,TEXAS DEPARTMENT OF PUBLIC SAFETY
2023,479-STATE OFFICE OF RISK MANAGEMENT,MADISON,EMPLOYEE BENEFITS,75474.39,479,STATE OFFICE OF RISK MANAGEMENT
2023,529-HEALTH AND HUMAN SERVICES COMMISSION,MADISON,EMPLOYEE BENEFITS,169058.96,529,HEALTH AND HUMAN SERVICES COMMISSION
2023,530-DEPT OF FAMILY & PROTECTIVE SERVICES,MADISON,EMPLOYEE BENEFITS,34965.04,530,DEPT OF FAMILY & PROTECTIVE SERVICES
2023,537-DEPARTMENT OF STATE HEALTH SERVICES,MADISON,EMPLOYEE BENEFITS,12270.83,537,DEPARTMENT OF STATE HEALTH SERVICES
2023,551-DEPARTMENT OF AGRICULTURE,MADISON,EMPLOYEE BENEFITS,46202.15,551,DEPARTMENT OF AGRICULTURE
2023,555-TEXAS A&M AGRILIFE EXTENSION SERVICE,MADISON,EMPLOYEE BENEFITS,53777.15,555,TEXAS A&M AGRILIFE EXTENSION SERVICE
2023,601-TEXAS DEPARTMENT OF TRANSPORTATION,MADISON,EMPLOYEE BENEFITS,390596.51,601,TEXAS DEPARTMENT OF TRANSPORTATION
2023,644-TEXAS JUVENILE JUSTICE DEPARTMENT,MADISON,EMPLOYEE BENEFITS,9278.35,644,TEXAS JUVENILE JUSTICE DEPARTMENT
2023,696-TEXAS DEPARTMENT OF CRIMINAL JUSTICE,MADISON,EMPLOYEE BENEFITS,3738103.68,696,TEXAS DEPARTMENT OF CRIMINAL JUSTICE
2023,711-TEXAS A&M UNIVERSITY,MADISON,EMPLOYEE BENEFITS,16711.87,711,TEXAS A&M UNIVERSITY
2023,723-UT MEDICAL BRANCH AT GALVESTON,MADISON,EMPLOYEE BENEFITS,595.46,723,UT MEDICAL BRANCH AT GALVESTON
2023,753-SAM HOUSTON STATE UNIVERSITY,MADISON,EMPLOYEE BENEFITS,81647.09,753,SAM HOUSTON STATE UNIVERSITY
2023,802-PARKS & WILDLIFE DEPARTMENT,MADISON,EMPLOYEE BENEFITS,80284.45,802,PARKS & WILDLIFE DEPARTMENT
2023,101-SENATE,MADISON,SUPPLIES AND MATERIALS,50,101,SENATE
2023,529-HEALTH AND HUMAN SERVICES COMMISSION,MADISON,SUPPLIES AND MATERIALS,332,529,HEALTH AND HUMAN SERVICES COMMISSION
2023,530-DEPT OF FAMILY & PROTECTIVE SERVICES,MADISON,SUPPLIES AND MATERIALS,33.06,530,DEPT OF FAMILY & PROTECTIVE SERVICES
2023,576-TEXAS A&M FOREST SERVICE,MADISON,SUPPLIES AND MATERIALS,785,576,TEXAS A&M FOREST SERVICE
2023,696-TEXAS DEPARTMENT OF CRIMINAL JUSTICE,MADISON,SUPPLIES AND MATERIALS,63004.76,696,TEXAS DEPARTMENT OF CRIMINAL JUSTICE
2023,802-PARKS & WILDLIFE DEPARTMENT,MADISON,SUPPLIES AND MATERIALS,717.47,802,PARKS & WILDLIFE DEPARTMENT
2023,241-COMPTROLLER - JUDICIARY SECTION,MADISON,OTHER EXPENDITURES,145.32,241,COMPTROLLER - JUDICIARY SECTION
2023,302-OFFICE OF THE ATTORNEY GENERAL,MADISON,OTHER EXPENDITURES,18477.65,302,OFFICE OF THE ATTORNEY GENERAL
2023,304-COMPTROLLER OF PUBLIC ACCOUNTS,MADISON,OTHER EXPENDITURES,224,304,COMPTROLLER OF PUBLIC ACCOUNTS
2023,315-TEXAS PREPAID HIGHER ED TUITION BOARD,MADISON,OTHER EXPENDITURES,14013.5,315,TEXAS PREPAID HIGHER ED TUITION BOARD
2023,320-TEXAS WORKFORCE COMMISSION,MADISON,OTHER EXPENDITURES,16,320,TEXAS WORKFORCE COMMISSION
2023,530-DEPT OF FAMILY & PROTECTIVE SERVICES,MADISON,OTHER EXPENDITURES,7.88,530,DEPT OF FAMILY & PROTECTIVE SERVICES
2023,601-TEXAS DEPARTMENT OF TRANSPORTATION,MADISON,OTHER EXPENDITURES,25378.33,601,TEXAS DEPARTMENT OF TRANSPORTATION
2023,696-TEXAS DEPARTMENT OF CRIMINAL JUSTICE,MADISON,OTHER EXPENDITURES,40907.21,696,TEXAS DEPARTMENT OF CRIMINAL JUSTICE
2023,730-UNIVERSITY OF HOUSTON,MADISON,OTHER EXPENDITURES,159879.85,730,UNIVERSITY OF HOUSTON
2023,754-TEXAS STATE UNIVERSITY,MADISON,OTHER EXPENDITURES,1000,754,TEXAS STATE UNIVERSITY
2023,802-PARKS & WILDLIFE DEPARTMENT,MADISON,OTHER EXPENDITURES,104.5,802,PARKS & WILDLIFE DEPARTMENT
2023,300-GOVERNOR - FISCAL,MADISON,PUBLIC ASSISTANCE PAYMENTS,24921.65,300,GOVERNOR - FISCAL
2023,302-OFFICE OF THE ATTORNEY GENERAL,MADISON,PUBLIC ASSISTANCE PAYMENTS,55766.13,302,OFFICE OF THE ATTORNEY GENERAL
2023,307-SECRETARY OF STATE,MADISON,PUBLIC ASSISTANCE PAYMENTS,-3159.7,307,SECRETARY OF STATE
2023,320-TEXAS WORKFORCE COMMISSION,MADISON,PUBLIC ASSISTANCE PAYMENTS,187243.98,320,TEXAS WORKFORCE COMMISSION
2023,323-TEACHER RETIREMENT SYSTEM OF TEXAS,MADISON,PUBLIC ASSISTANCE PAYMENTS,250575.08,323,TEACHER RETIREMENT SYSTEM OF TEXAS
2023,327-EMPLOYEES RETIREMENT SYSTEM OF TEXAS,MADISON,PUBLIC ASSISTANCE PAYMENTS,184683.87,327,EMPLOYEES RETIREMENT SYSTEM OF TEXAS
2023,529-HEALTH AND HUMAN SERVICES COMMISSION,MADISON,PUBLIC ASSISTANCE PAYMENTS,1667596.72,529,HEALTH AND HUMAN SERVICES COMMISSION
2023,530-DEPT OF FAMILY & PROTECTIVE SERVICES,MADISON,PUBLIC ASSISTANCE PAYMENTS,146199.91,530,DEPT OF FAMILY & PROTECTIVE SERVICES
2023,537-DEPARTMENT OF STATE HEALTH SERVICES,MADISON,PUBLIC ASSISTANCE PAYMENTS,20877.64,537,DEPARTMENT OF STATE HEALTH SERVICES
2023,551-DEPARTMENT OF AGRICULTURE,MADISON,PUBLIC ASSISTANCE PAYMENTS,4010,551,DEPARTMENT OF AGRICULTURE
2023,753-SAM HOUSTON STATE UNIVERSITY,MADISON,PUBLIC ASSISTANCE PAYMENTS,9264,753,SAM HOUSTON STATE UNIVERSITY
2023,241-COMPTROLLER - JUDICIARY SECTION,MADISON,INTERGOVERNMENTAL PAYMENTS,52614,241,COMPTROLLER - JUDICIARY SECTION
2023,305-GENERAL LAND OFFICE,MADISON,INTERGOVERNMENTAL PAYMENTS,806661.22,305,GENERAL LAND OFFICE
